start-x,start-y,end-x,end-y,start-time,end-time,car-id,car-type,average-speed
65,144,115,167,2015-08-30 10:30:04,2015-08-30 10:45:02,20151630101656-555,1,34.39643652561247
140,184,183,87,2015-08-30 10:19:20,2015-08-30 10:36:42,20151930101920-522,5,38.97120921305182
124,111,140,184,2015-09-01 18:04:14,2015-09-01 18:15:54,20152030102012-63,1,29.93142857142857
65,144,17,67,2015-08-30 11:34:06,2015-08-30 11:47:20,20152530102539-80,3,35.63727959697733
69,98,62,13,2015-09-02 08:35:51,2015-09-02 08:48:13,20152930102944-762,1,36.679245283018865
138,181,128,175,2015-08-30 13:17:53,2015-08-30 13:19:24,20153330103301-467,2P,37.97802197802198
150,177,183,87,2015-09-03 14:02:58,2015-09-03 14:21:20,20153930103903-13,1,37.82940108892922
138,181,128,175,2015-08-30 12:56:50,2015-08-30 12:58:32,20155230105211-483,2P,33.88235294117647
150,177,140,184,2015-08-30 12:04:48,2015-08-30 12:07:17,20155830105834-763,1,33.34228187919462
124,111,140,184,2015-09-05 18:01:31,2015-09-05 18:10:47,20150630110633-414,1,37.68345323741007
65,144,115,167,2015-09-03 13:53:12,2015-09-03 14:07:02,20150930110949-443,1,37.2144578313253
64,25,62,13,2015-09-05 14:31:41,2015-09-05 14:33:17,20151030111021-959,1,31.499999999999996
124,111,140,184,2015-08-31 22:42:29,2015-08-31 22:53:40,20152830112817-503,2,31.22503725782414
64,25,115,167,2015-09-14 12:26:29,2015-09-14 12:46:22,20154730114701-335,3,37.11651299245599
64,25,115,167,2015-08-30 12:38:26,2015-08-30 12:58:38,20154930114905-404,1,36.53465346534653
124,111,140,184,2015-09-01 17:57:14,2015-09-01 18:08:51,20155930115903-142,1,30.060258249641315
104,32,183,87,2015-08-31 20:35:17,2015-08-31 20:54:27,20150030120002-677,2,36.43826086956522
65,144,17,67,2015-08-30 12:52:52,2015-08-30 13:05:12,20150630120655-755,4,38.23783783783784
65,144,115,167,2015-09-12 15:02:08,2015-09-12 15:17:23,20151930121913-276,2,33.75737704918033
136,137,140,184,2015-09-02 11:52:20,2015-09-02 11:59:19,20152130122123-358,2,31.44630071599045
64,25,115,167,2015-09-01 22:47:32,2015-09-01 23:06:55,20152330122319-139,3,38.07394668959587
104,32,183,87,2015-09-01 11:41:26,2015-09-01 11:59:38,20153430123444-403,1,38.373626373626365
65,144,17,67,2015-09-01 16:15:18,2015-09-01 16:29:48,20153930123905-665,1,32.52413793103448
69,98,62,13,2015-09-01 06:45:25,2015-09-01 06:56:59,20154630124612-292,1,39.216138328530256
65,144,115,167,2015-08-30 13:32:37,2015-08-30 13:47:56,20155130125126-108,1,33.61044613710555
104,32,183,87,2015-08-31 20:47:19,2015-08-31 21:09:30,20150530010559-140,2,31.48309541697971
104,32,183,87,2015-08-30 13:42:04,2015-08-30 14:03:12,20151130011100-867,3,33.04731861198738
138,181,128,175,2015-08-30 15:16:55,2015-08-30 15:18:26,20151130011131-735,2P,37.97802197802198
150,177,183,87,2015-08-30 13:57:43,2015-08-30 14:20:28,20152030012007-560,1,30.540659340659342
104,32,183,87,2015-08-30 13:49:44,2015-08-30 14:07:26,20152330012336-951,1,39.45762711864407
64,25,62,13,2015-08-30 14:54:47,2015-08-30 14:56:14,20152730012738-814,2,34.758620689655174
104,32,183,87,2015-08-30 15:19:00,2015-08-30 15:40:03,20154030014017-971,1,33.17814726840855
65,144,115,167,2015-09-10 11:34:10,2015-09-10 11:49:37,20155430015455-513,3,33.320388349514566
65,144,115,167,2015-09-03 22:05:01,2015-09-03 22:21:37,20150430020414-999,2,31.012048192771083
64,25,62,13,2015-08-30 14:37:55,2015-08-30 14:39:22,20151030021055-539,1,34.758620689655174
64,25,62,13,2015-08-30 14:48:18,2015-08-30 14:50:04,20151330021355-948,2,28.528301886792452
65,144,115,167,2015-08-30 14:39:14,2015-08-30 14:53:13,20152630022658-764,5,36.81525625744935
150,177,140,184,2015-09-01 09:00:25,2015-09-01 09:02:32,20154030024055-701,3,39.118110236220474
150,177,183,87,2015-09-04 10:33:41,2015-09-04 10:52:34,20154330024325-110,1,36.794351279788174
64,25,115,167,2015-09-03 09:17:05,2015-09-03 09:38:04,20155130025118-645,3,35.17077045274027
65,144,115,167,2015-09-03 08:50:17,2015-09-03 09:03:45,20155230025241-974,3,38.227722772277225
104,32,183,87,2015-08-30 15:37:47,2015-08-30 15:56:27,20150030030022-184,2,37.41428571428571
124,111,140,184,2015-08-30 17:20:23,2015-08-30 17:31:30,20151330031338-241,2,31.412293853073457
124,111,140,184,2015-08-30 16:20:54,2015-08-30 16:30:10,20151330031338-365,3,37.68345323741007
64,25,115,167,2015-08-30 15:59:56,2015-08-30 16:22:50,20152330032302-7,1,32.227074235807855
104,32,183,87,2015-09-01 10:40:10,2015-09-01 10:58:12,20153230033205-767,1,38.72828096118299
64,25,62,13,2015-08-30 17:02:57,2015-08-30 17:04:32,20153330033330-655,1,31.83157894736842
65,144,17,67,2015-08-30 15:53:08,2015-08-30 16:05:04,20153530033515-177,2,39.5195530726257
124,111,140,184,2015-08-30 17:10:53,2015-08-30 17:20:52,20155330035332-211,2,34.97829716193656
104,32,183,87,2015-08-31 18:04:01,2015-08-31 18:26:24,20155330035349-797,1,31.201787043931496
64,25,62,13,2015-08-30 17:27:45,2015-08-30 17:29:17,20150530040554-707,1,32.869565217391305
65,144,115,167,2015-09-03 08:11:53,2015-09-03 08:26:51,20150930040930-759,1,34.39643652561247
64,25,62,13,2015-09-03 11:28:20,2015-09-03 11:29:59,20151730041740-897,2,30.545454545454543
64,25,115,167,2015-08-30 17:15:12,2015-08-30 17:36:22,20151830041830-664,1,34.86614173228346
124,111,140,184,2015-09-01 13:05:25,2015-09-01 13:15:27,20152030042019-172,3,34.80398671096345
124,111,140,184,2015-09-05 22:44:22,2015-09-05 22:54:18,20152130042105-824,1,35.154362416107375
104,32,183,87,2015-08-30 18:38:58,2015-08-30 19:02:08,20153030043050-881,1,30.146762589928052
65,144,17,67,2015-09-02 11:20:30,2015-09-02 11:35:43,20153130043132-951,1,30.99233296823658
65,144,115,167,2015-09-03 12:03:58,2015-09-03 12:17:36,20153230043217-141,2,37.76039119804401
124,111,140,184,2015-08-30 18:44:22,2015-08-30 18:55:11,20154230044228-559,2,32.283513097072415
124,111,140,184,2015-08-31 13:47:56,2015-08-31 13:58:07,20155730045709-115,1,34.29132569558101
64,25,115,167,2015-09-01 12:44:54,2015-09-01 13:05:03,20155830045808-582,1,36.62531017369727
104,32,183,87,2015-09-01 13:24:17,2015-09-01 13:42:53,20151530051543-867,3,37.54838709677419
69,98,62,13,2015-09-01 19:39:49,2015-09-01 19:52:48,20152730052714-154,2,34.937098844672654
124,111,140,184,2015-08-31 17:30:38,2015-08-31 17:39:40,20152830052802-839,2,38.65682656826568
64,25,115,167,2015-09-01 09:55:53,2015-09-01 10:17:56,20153330053323-666,3,33.46938775510204
69,98,62,13,2015-09-03 10:58:11,2015-09-03 11:10:10,20153430053418-339,3,37.85257301808067
65,144,115,167,2015-09-03 22:50:48,2015-09-03 23:05:44,20154830054857-116,3,34.473214285714285
69,98,62,13,2015-09-03 23:20:29,2015-09-03 23:33:59,20155130055132-838,1,33.599999999999994
124,111,140,184,2015-09-03 20:49:25,2015-09-03 20:58:35,20155330055334-238,3,38.09454545454545
64,25,62,13,2015-08-31 12:42:25,2015-08-31 12:43:55,20155530055509-649,2,33.599999999999994
104,32,183,87,2015-08-30 18:51:27,2015-08-30 19:10:20,20151330061337-218,5,36.98499558693733
140,184,183,87,2015-08-30 18:29:35,2015-08-30 18:48:05,20152930062935-698,2,36.58378378378378
64,25,62,13,2015-08-30 19:22:08,2015-08-30 19:23:47,20154930064955-254,5,30.545454545454543
104,32,183,87,2015-08-30 19:46:42,2015-08-30 20:08:33,20150230070254-178,4,31.963386727688782
65,144,115,167,2015-08-30 19:42:06,2015-08-30 19:56:41,20152930072920-440,1,35.30057142857143
64,25,115,167,2015-08-30 21:41:20,2015-08-30 22:04:33,20150730090704-697,2,31.78750897343862
104,32,183,87,2015-08-30 21:44:31,2015-08-30 22:07:06,20153230093248-414,1,30.925461254612543
65,144,115,167,2015-08-30 22:42:10,2015-08-30 22:55:40,20153030103020-208,2,38.13333333333333
69,98,62,13,2015-08-31 00:39:27,2015-08-31 00:53:32,20151731121701-28,2,32.20828402366864
65,144,17,67,2015-08-31 01:33:56,2015-08-31 01:47:29,20154531124504-223,4,34.80442804428044
62,13,115,167,2015-08-31 01:20:19,2015-08-31 01:45:43,20152031012019-297,3,30.755905511811022
140,184,183,87,2015-08-31 02:07:56,2015-08-31 02:28:52,20150731020756-741,6,32.331210191082796
69,98,62,13,2015-08-31 03:01:30,2015-08-31 03:12:59,20154331024312-424,1,39.50072568940493
124,111,140,184,2015-08-31 03:47:04,2015-08-31 03:56:51,20150731030706-870,3,35.69335604770016
64,25,115,167,2015-08-31 03:39:45,2015-08-31 03:59:12,20151231031229-263,2,37.94344473007712
64,25,115,167,2015-08-31 04:00:13,2015-08-31 04:18:44,20153231033254-723,3,39.855985598559855
64,25,115,167,2015-08-31 04:04:52,2015-08-31 04:23:09,20153931033915-279,1,40.36463081130355
65,144,115,167,2015-08-31 04:04:28,2015-08-31 04:20:56,20155031035003-913,1,31.263157894736842
124,111,140,184,2015-08-31 04:58:09,2015-08-31 05:08:41,20150331040348-209,1,33.151898734177216
69,98,62,13,2015-08-31 04:36:48,2015-08-31 04:50:33,20151431041454-898,1,32.98909090909091
183,87,140,184,2015-08-31 04:42:11,2015-08-31 04:59:49,20154231044211-574,1,38.38185255198488
65,144,17,67,2015-08-31 06:11:54,2015-08-31 06:24:10,20155331055329-993,2,38.44565217391304
65,144,17,67,2015-08-31 07:25:39,2015-08-31 07:40:11,20152431062440-856,1,32.449541284403665
124,111,140,184,2015-09-04 19:59:11,2015-09-04 20:08:13,20153231063236-320,3,38.65682656826568
65,144,115,167,2015-08-31 11:13:49,2015-08-31 11:28:51,20153231063239-916,1,34.243902439024396
104,32,183,87,2015-08-31 07:06:05,2015-08-31 07:27:14,20153431063459-58,4,33.02127659574468
140,184,183,87,2015-08-31 06:41:08,2015-08-31 07:00:14,20154131064108-409,1,35.43455497382198
124,111,140,184,2015-09-01 13:28:31,2015-09-01 13:38:49,20155731065708-964,2,33.90291262135922
65,144,115,167,2015-09-05 16:59:13,2015-09-05 17:13:15,20150031070053-947,1,36.68408551068884
65,144,17,67,2015-08-31 08:02:02,2015-08-31 08:16:30,20150931070953-531,2,32.59907834101382
104,32,183,87,2015-08-31 08:21:51,2015-08-31 08:39:38,20152031072019-442,1,39.27272727272727
186,55,183,87,2015-09-01 07:37:48,2015-09-01 07:44:41,20152131072114-536,3,30.857142857142858
64,25,115,167,2015-09-03 21:32:31,2015-09-03 21:55:50,20152931072940-294,1,31.651179413867045
69,98,62,13,2015-08-31 08:10:39,2015-08-31 08:23:33,20153831073807-668,1,35.16279069767442
65,144,17,67,2015-09-03 20:54:05,2015-09-03 21:09:09,20153831073821-785,1,31.30088495575221
65,144,17,67,2015-08-31 09:49:03,2015-08-31 10:01:32,20150331080305-385,1,37.77837116154873
140,184,183,87,2015-08-31 08:04:17,2015-08-31 08:24:06,20150431080417-292,1,34.15306980656013
64,25,115,167,2015-09-11 11:08:25,2015-09-11 11:27:55,20151131081108-573,1,37.84615384615384
65,144,115,167,2015-09-02 11:58:37,2015-09-02 12:12:43,20152531082521-227,1,36.51063829787234
69,98,62,13,2015-09-03 11:27:32,2015-09-03 11:39:54,20153131083117-488,1,36.679245283018865
104,32,183,87,2015-08-31 09:40:57,2015-08-31 09:59:10,20154231084229-906,1,38.33851784080512
104,32,183,87,2015-08-31 09:45:26,2015-08-31 10:05:02,20150631090611-983,4,35.63265306122449
136,137,183,87,2015-08-31 10:04:26,2015-08-31 10:16:47,20150731090735-400,1,38.76923076923077
183,87,140,184,2015-08-31 09:19:54,2015-08-31 09:37:43,20151931091954-384,2,37.986903648269404
65,144,17,67,2015-08-31 09:40:17,2015-08-31 09:53:24,20152031092032-480,4,35.954256670902154
136,137,183,87,2015-08-31 10:01:44,2015-08-31 10:14:56,20153131093154-864,1,36.27272727272727
64,25,115,167,2015-09-04 08:13:35,2015-09-04 08:32:13,20153931093915-91,1,39.60644007155635
115,167,62,13,2015-08-31 09:50:40,2015-08-31 10:14:41,20155031095040-402,1,32.52741151977793
65,144,115,167,2015-09-01 11:17:03,2015-09-01 11:32:16,20155431095434-843,1,33.83132530120482
48,89,17,67,2015-09-06 06:50:40,2015-09-06 06:57:03,20152531102541-22,1,41.16971279373368
64,25,115,167,2015-09-01 06:31:13,2015-09-01 06:50:55,20153031103041-989,1,37.46192893401015
65,144,115,167,2015-09-01 15:04:40,2015-09-01 15:18:21,20154631104618-531,1,37.622411693057245
64,25,115,167,2015-09-06 09:12:14,2015-09-06 09:32:57,20155231105239-338,2,35.623491552695086
64,25,115,167,2015-09-02 17:30:53,2015-09-02 17:49:25,20150631110616-558,3,39.82014388489208
124,111,140,184,2015-09-01 19:46:55,2015-09-01 19:56:26,20150831110802-88,1,36.69352014010507
124,111,140,184,2015-09-02 07:36:58,2015-09-02 07:47:03,20151031111040-488,2,34.63140495867768
64,25,115,167,2015-08-31 12:08:44,2015-08-31 12:28:45,20151531111510-701,2,36.86927560366361
69,98,62,13,2015-08-31 11:37:01,2015-08-31 11:49:04,20151731111751-901,2,37.64315352697095
65,144,17,67,2015-08-31 12:15:48,2015-08-31 12:27:44,20152831112848-584,1,39.5195530726257
124,111,140,184,2015-09-01 13:05:16,2015-09-01 13:14:39,20153731113748-614,3,37.214920071047956
52,41,17,67,2015-09-05 16:00:54,2015-09-05 16:16:11,20153931113929-38,1,37.4525627044711
138,181,128,175,2015-08-31 13:02:38,2015-08-31 13:04:13,20154131114102-992,2P,36.37894736842105
65,144,115,167,2015-09-04 12:53:15,2015-09-04 13:10:12,20155131115159-825,3,30.371681415929206
104,32,183,87,2015-09-03 20:39:07,2015-09-03 21:01:24,20155731115721-967,1,31.341810022438292
104,32,183,87,2015-09-03 10:21:31,2015-09-03 10:40:14,20150731120739-57,1,37.31433659839714
138,181,128,175,2015-08-31 14:54:52,2015-08-31 14:56:27,20151231121209-661,2P,36.37894736842105
64,25,115,167,2015-08-31 12:46:29,2015-08-31 13:08:56,20151331121322-413,1,32.87305122494432
44,64,17,67,2015-09-02 15:53:22,2015-09-02 15:59:53,20151431121439-712,1,32.04092071611253
52,41,17,67,2015-09-02 13:41:05,2015-09-02 13:55:59,20152431122444-914,2,38.41610738255034
124,111,140,184,2015-08-31 12:48:18,2015-08-31 12:57:31,20152831122812-289,1,37.8878842676311
124,111,140,184,2015-08-31 13:08:03,2015-08-31 13:17:26,20154731124732-510,1,37.214920071047956
69,98,62,13,2015-08-31 13:30:21,2015-08-31 13:43:41,20155631125643-477,1,34.02
138,181,128,175,2015-08-31 19:25:22,2015-08-31 19:26:48,20150431010443-726,2P,40.1860465116279
65,144,17,67,2015-09-04 23:49:35,2015-09-05 00:04:37,20150931010941-247,1,31.37028824833703
64,25,115,167,2015-08-31 14:12:04,2015-08-31 14:30:19,20151631011622-538,1,40.43835616438356
65,144,115,167,2015-09-01 13:44:49,2015-09-01 13:59:26,20155531015543-259,2,35.22006841505131
104,32,183,87,2015-09-01 19:05:02,2015-09-01 19:26:20,20150831020803-228,1,32.78873239436619
65,144,115,167,2015-08-31 14:27:54,2015-08-31 14:42:39,20151431021459-538,4,34.90169491525424
65,144,17,67,2015-09-01 12:25:34,2015-09-01 12:38:25,20151731021746-364,1,36.70038910505836
65,144,17,67,2015-09-03 16:39:53,2015-09-03 16:54:39,20151931021927-541,3,31.936794582392775
52,41,17,67,2015-09-01 07:27:47,2015-09-01 07:42:43,20155331025312-334,1,38.33035714285714
124,111,140,184,2015-08-31 17:03:51,2015-08-31 17:15:27,20155331025328-447,2,30.103448275862068
65,144,115,167,2015-08-31 15:24:38,2015-08-31 15:38:18,20155331025357-961,1,37.66829268292683
124,111,140,184,2015-08-31 15:45:18,2015-08-31 15:55:17,20155331025358-360,2,34.97829716193656
64,25,62,13,2015-09-02 13:01:25,2015-09-02 13:03:08,20155931025933-274,1,29.35922330097087
104,32,183,87,2015-08-31 15:46:15,2015-08-31 16:09:05,20151231031240-441,4,30.58686131386861
64,25,115,167,2015-09-01 12:49:14,2015-09-01 13:12:43,20151531031549-230,1,31.426543647977287
186,55,183,87,2015-09-08 13:46:42,2015-09-08 13:52:25,20151931031941-864,1,37.154518950437314
65,144,115,167,2015-09-05 14:19:35,2015-09-05 14:35:34,20152231032211-936,3,32.208550573514074
69,98,62,13,2015-09-01 19:05:38,2015-09-01 19:18:06,20152531032502-40,2,36.38502673796791
64,25,62,13,2015-09-01 18:37:28,2015-09-01 18:38:56,20152731032706-323,1,34.36363636363636
65,144,115,167,2015-08-31 17:01:45,2015-08-31 17:17:54,20153031033051-136,1,31.876160990712076
150,177,183,87,2015-08-31 16:33:17,2015-08-31 16:53:22,20154031034031-358,1,34.595850622406644
69,98,62,13,2015-09-02 22:45:12,2015-09-02 22:57:01,20151631041644-215,1,38.38645980253878
65,144,115,167,2015-08-31 16:36:14,2015-08-31 16:49:35,20152431042436-774,4,38.561797752808985
104,32,183,87,2015-08-31 17:18:52,2015-08-31 17:42:06,20153231043218-61,3,30.060258249641315
69,98,62,13,2015-09-02 17:25:15,2015-09-02 17:38:35,20153331043359-711,1,34.02
124,111,140,184,2015-08-31 18:18:22,2015-08-31 18:27:42,20155431045446-820,2,37.41428571428571
64,25,62,13,2015-09-01 13:16:34,2015-09-01 13:18:01,20150631050638-897,2,34.758620689655174
65,144,115,167,2015-09-10 09:53:10,2015-09-10 10:06:33,20151431051408-107,1,38.465753424657535
65,144,17,67,2015-09-02 22:33:06,2015-09-02 22:48:13,20151531051542-946,1,31.1973539140022
64,25,115,167,2015-08-31 18:05:24,2015-08-31 18:24:37,20153831053831-162,6,38.40416305290546
64,25,115,167,2015-08-31 18:06:23,2015-08-31 18:24:55,20153831053859-551,1,39.82014388489208
65,144,17,67,2015-08-31 18:38:34,2015-08-31 18:50:20,20155631055610-579,4,40.079320113314445
65,144,17,67,2015-08-31 19:42:53,2015-08-31 19:57:48,20152031072030-847,5,31.615642458100556
124,111,140,184,2015-08-31 20:24:32,2015-08-31 20:34:43,20153131073158-577,5,34.29132569558101
115,167,62,13,2015-08-31 20:10:56,2015-08-31 20:35:23,20151031081056-17,4,31.950920245398773
64,25,62,13,2015-08-31 20:53:14,2015-08-31 20:54:54,20152231082210-565,5,30.240000000000002
69,98,62,13,2015-08-31 20:46:45,2015-08-31 21:00:02,20152531082536-410,4,34.148055207026346
65,144,17,67,2015-08-31 21:16:39,2015-08-31 21:28:33,20155831085848-755,2,39.63025210084033
104,32,183,87,2015-08-31 21:50:00,2015-08-31 22:07:53,20151431091410-195,3,39.05312208760484
115,167,62,13,2015-08-31 21:18:17,2015-08-31 21:43:20,20151831091817-112,1,31.18562874251497
140,184,183,87,2015-08-31 21:29:01,2015-08-31 21:48:23,20152931092901-805,2,34.94664371772805
65,144,17,67,2015-08-31 22:58:15,2015-08-31 23:10:26,20154431104425-802,1,38.70861833105335
104,32,183,87,2015-08-31 23:30:36,2015-08-31 23:53:11,20151831111851-513,2,30.925461254612543
64,25,115,167,2015-08-31 23:58:52,2015-09-01 00:19:29,20152831112827-980,5,35.79628132578819
183,87,140,184,2015-08-31 23:42:14,2015-08-31 23:59:45,20154231114214-462,3,38.63748810656517
104,32,183,87,2015-09-01 01:41:57,2015-09-01 02:00:56,20150301010358-741,5,36.79016681299385
183,87,140,184,2015-09-01 01:11:14,2015-09-01 01:28:46,20151101011114-329,2,38.60076045627376
124,111,140,184,2015-09-01 02:31:26,2015-09-01 02:41:19,20154001014033-163,1,35.33220910623946
62,13,115,167,2015-09-01 01:54:03,2015-09-01 02:17:19,20155401015403-770,1,33.57593123209169
116,151,115,167,2015-09-01 05:37:00,2015-09-01 05:38:50,20154901044910-777,4,33.38181818181818
64,25,115,167,2015-09-01 11:28:26,2015-09-01 11:48:49,20151201051230-898,1,36.206050695012266
150,177,140,184,2015-09-01 06:28:18,2015-09-01 06:30:56,20153001053010-143,3,31.443037974683545
65,144,17,67,2015-09-01 06:45:07,2015-09-01 06:59:26,20153101053124-752,3,32.94062863795111
62,13,115,167,2015-09-01 05:52:05,2015-09-01 06:14:48,20155201055205-698,5,34.38884812912693
64,25,62,13,2015-09-01 06:31:09,2015-09-01 06:32:43,20150001060025-421,2,32.170212765957444
65,144,17,67,2015-09-01 07:43:28,2015-09-01 07:55:32,20150001070000-174,1,39.0828729281768
104,32,183,87,2015-09-03 19:32:44,2015-09-03 19:51:07,20150701070722-706,1,37.9909338168631
65,144,115,167,2015-09-01 14:15:37,2015-09-01 14:32:39,20152801072819-105,3,30.22309197651663
64,25,115,167,2015-09-09 13:12:17,2015-09-09 13:34:51,20154201074239-177,1,32.703101920236335
186,55,183,87,2015-09-01 08:12:21,2015-09-01 08:18:13,20154801074826-429,3,36.20454545454545
69,98,62,13,2015-09-03 21:19:11,2015-09-03 21:31:17,20150001080008-525,3,37.48760330578512
48,89,17,67,2015-09-02 10:37:31,2015-09-02 10:44:06,20150701080732-301,1,39.91898734177215
65,144,115,167,2015-09-03 15:10:08,2015-09-03 15:27:21,20151001081041-702,1,29.901258470474346
64,25,62,13,2015-09-02 15:07:25,2015-09-02 15:09:09,20152201082225-621,1,29.076923076923077
64,25,62,13,2015-09-01 08:52:50,2015-09-01 08:54:18,20152501082533-97,4,34.36363636363636
64,25,115,167,2015-09-02 15:07:44,2015-09-02 15:27:12,20152801082834-605,1,37.91095890410959
65,144,115,167,2015-09-01 10:09:47,2015-09-01 10:27:02,20153001083045-98,1,29.843478260869567
124,111,140,184,2015-09-05 17:49:25,2015-09-05 17:59:57,20150001090048-374,1,33.151898734177216
124,111,140,184,2015-09-09 09:38:19,2015-09-09 09:49:52,20151301091306-345,2,30.23376623376623
64,25,115,167,2015-09-01 11:18:37,2015-09-01 11:40:39,20153901093935-546,3,33.4947049924357
65,144,17,67,2015-09-01 10:06:49,2015-09-01 10:18:20,20154901094931-229,2,40.94934876989869
64,25,115,167,2015-09-02 16:45:07,2015-09-02 17:07:25,20150801100806-862,1,33.09417040358744
64,25,115,167,2015-09-03 15:22:52,2015-09-03 15:41:13,20151901101926-562,1,40.217983651226156
64,25,115,167,2015-09-01 12:13:25,2015-09-01 12:36:03,20153801103803-800,1,32.60677466863034
136,137,183,87,2015-09-02 17:18:15,2015-09-02 17:33:01,20154601104625-869,1,32.42437923250564
104,32,183,87,2015-09-01 12:31:10,2015-09-01 12:52:13,20155001105050-654,1,33.17814726840855
65,144,115,167,2015-09-03 10:57:58,2015-09-03 11:14:50,20150401110417-611,1,30.521739130434785
64,25,115,167,2015-09-01 12:23:40,2015-09-01 12:47:21,20152001112015-415,1,31.16115411681914
64,25,115,167,2015-09-05 17:08:24,2015-09-05 17:28:53,20153701113748-789,1,36.02929210740439
104,32,183,87,2015-09-01 13:11:47,2015-09-01 13:31:09,20153901113923-917,1,36.06196213425129
136,137,183,87,2015-09-01 13:06:41,2015-09-01 13:21:54,20154401114438-695,3,31.465498357064618
64,25,62,13,2015-09-01 12:40:49,2015-09-01 12:42:29,20150801120817-560,6,30.240000000000002
69,98,62,13,2015-09-10 17:04:53,2015-09-10 17:16:22,20151401121438-732,3,39.50072568940493
104,32,183,87,2015-09-02 21:42:38,2015-09-02 22:05:45,20152101122110-544,1,30.21196827685652
65,144,17,67,2015-09-01 12:43:38,2015-09-01 12:57:04,20152801122825-147,1,35.106699751861036
65,144,17,67,2015-09-01 12:58:43,2015-09-01 13:12:57,20153701123723-532,1,33.13348946135831
150,177,140,184,2015-09-01 13:48:09,2015-09-01 13:50:21,20155901125940-121,1,37.63636363636363
65,144,115,167,2015-09-02 16:40:17,2015-09-02 16:54:58,20150501010554-108,1,35.06015891032917
64,25,115,167,2015-09-01 14:11:25,2015-09-01 14:31:09,20152301012309-631,3,37.398648648648646
65,144,115,167,2015-09-07 18:20:44,2015-09-07 18:35:11,20155501015527-544,2,35.62629757785467
64,25,115,167,2015-09-02 09:57:39,2015-09-02 10:19:13,20155801015824-240,1,34.2194744976816
124,111,140,184,2015-09-01 14:31:04,2015-09-01 14:41:12,20150801020851-728,1,34.46052631578947
69,98,62,13,2015-09-03 08:33:56,2015-09-03 08:46:36,20152001022003-999,1,35.810526315789474
138,181,128,175,2015-09-01 17:31:20,2015-09-01 17:33:08,20152801022821-939,2P,32.0
124,111,140,184,2015-09-01 15:16:36,2015-09-01 15:28:14,20152901022909-746,3,30.01719197707736
104,32,183,87,2015-09-02 20:55:56,2015-09-02 21:14:15,20154501024521-895,1,38.129208371246584
65,144,115,167,2015-09-03 21:28:15,2015-09-03 21:43:05,20155201025239-418,2,34.705617977528085
104,32,183,87,2015-09-01 15:05:25,2015-09-01 15:27:48,20155301025350-31,2,31.201787043931496
69,98,62,13,2015-09-06 20:40:02,2015-09-06 20:52:08,20155701025733-561,1,37.48760330578512
65,144,115,167,2015-09-09 16:26:59,2015-09-09 16:40:09,20150201030237-485,1,39.09873417721519
104,32,183,87,2015-09-02 10:51:16,2015-09-02 11:11:32,20150501030502-599,3,34.46052631578947
69,98,62,13,2015-09-01 15:30:07,2015-09-01 15:41:49,20151101031131-640,5,38.76923076923077
124,111,140,184,2015-09-05 18:50:30,2015-09-05 19:01:14,20153801033808-197,2,32.53416149068323
124,111,140,184,2015-09-09 07:39:47,2015-09-09 07:48:49,20150601040632-151,2,38.65682656826568
138,181,128,175,2015-09-01 19:10:59,2015-09-01 19:12:38,20152701042745-699,2P,34.90909090909091
104,32,183,87,2015-09-04 23:07:35,2015-09-04 23:26:10,20152801042854-889,1,37.582062780269055
69,98,62,13,2015-09-01 16:54:20,2015-09-01 17:09:05,20153001043053-282,1,30.752542372881354
64,25,115,167,2015-09-01 17:22:01,2015-09-01 17:40:25,20153701043700-596,3,40.108695652173914
124,111,140,184,2015-09-01 18:28:08,2015-09-01 18:39:13,20155901045901-393,2,31.506766917293227
136,137,140,184,2015-09-05 17:46:13,2015-09-05 17:53:47,20150001050042-811,1,29.022026431718057
69,98,62,13,2015-09-02 12:19:48,2015-09-02 12:32:03,20150301050357-768,1,37.028571428571425
44,64,17,67,2015-09-05 12:01:28,2015-09-05 12:06:37,20153901053918-352,1,40.54368932038835
64,25,62,13,2015-09-04 09:44:07,2015-09-04 09:45:39,20154701054735-930,2,32.869565217391305
124,111,140,184,2015-09-01 18:19:16,2015-09-01 18:30:38,20155401055424-365,2,30.72140762463343
69,98,62,13,2015-09-01 18:28:22,2015-09-01 18:42:18,20150601060609-840,2,32.55502392344498
124,111,140,184,2015-09-01 19:26:11,2015-09-01 19:36:38,20154301064333-561,5,33.41626794258373
64,25,62,13,2015-09-01 20:26:00,2015-09-01 20:27:23,20155801075850-229,2,36.433734939759034
115,167,62,13,2015-09-02 08:17:58,2015-09-02 08:40:47,20154501084537-684,4,34.238130021913804
62,13,115,167,2015-09-01 20:50:25,2015-09-01 21:13:32,20155001085025-541,1,33.79379956741168
124,111,140,184,2015-09-01 21:32:13,2015-09-01 21:41:38,20155301085350-513,4,37.08318584070796
65,144,115,167,2015-09-01 23:10:21,2015-09-01 23:26:50,20155501105557-44,2,31.231547017189083
65,144,115,167,2015-09-01 23:34:01,2015-09-01 23:50:26,20151901111939-390,1,31.358375634517763
69,98,62,13,2015-09-02 00:52:03,2015-09-02 01:04:16,20153202123235-650,3,37.129604365620736
104,32,183,87,2015-09-02 02:36:54,2015-09-02 02:56:36,20155702015728-136,2,35.45177664974619
115,167,62,13,2015-09-02 03:46:27,2015-09-02 04:08:23,20154602034627-65,2,35.61702127659574
